date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
2024-05-03,18:00,Pro League,Matchweek 30,Fri,Home,L,0.0,3.0,Al-Hilal,41.0,,Aschraf El Mahdioui,5-3-2,Sascha Stegemann,Match Report,,5,1,,0,0,2024,Al Taawoun
2024-05-09,18:00,Pro League,Matchweek 31,Thu,Away,D,0.0,0.0,Al-Riyadh SC,57.0,,Aschraf El Mahdioui,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,14,4,,0,0,2024,Al Taawoun
2024-05-18,19:20,Pro League,Matchweek 32,Sat,Home,W,1.0,0.0,Al-Shabab,36.0,,Aschraf El Mahdioui,4-1-4-1,Tamás Bognár,Match Report,,13,4,,1,1,2024,Al Taawoun
2023-08-14,18:00,Pro League,Matchweek 1,Mon,Away,W,3.0,0.0,Al-Raed,67.0,4149.0,Romarinho,4-2-2-2,Luís Godinho,Match Report,,18,9,,0,0,2024,Al Ittihad
2023-08-19,21:00,Pro League,Matchweek 2,Sat,Home,W,2.0,0.0,Al-Ta'ee,56.0,21460.0,Romarinho,4-2-2-2,César Arturo Ramos,Match Report,,14,8,,0,0,2024,Al Ittihad
2023-08-24,21:00,Pro League,Matchweek 3,Thu,Away,W,4.0,0.0,Al-Riyadh SC,58.0,8618.0,Karim Benzema,4-2-2-2,Iván Barton,Match Report,,17,8,,1,1,2024,Al Ittihad
2023-08-28,21:00,Pro League,Matchweek 4,Mon,Away,W,3.0,0.0,Al-Wehda,54.0,9500.0,Karim Benzema,4-2-2-2,Facundo Tello,Match Report,,10,5,,0,0,2024,Al Ittihad
2023-09-01,21:00,Pro League,Matchweek 5,Fri,Home,L,3.0,4.0,Al-Hilal,44.0,23742.0,Karim Benzema,4-2-2-2,Mario Escobar,Match Report,,16,9,,0,0,2024,Al Ittihad
2023-09-14,18:00,Pro League,Matchweek 6,Thu,Away,W,1.0,0.0,Al Okhdood SC,62.0,6971.0,Karim Benzema,3-4-3,Piero Maza,Match Report,,10,5,,0,0,2024,Al Ittihad
2023-09-21,21:00,Pro League,Matchweek 7,Thu,Home,W,2.0,1.0,Al-Fateh,58.0,15209.0,Ahmed Sharahili,3-4-3,Daniele Orsato,Match Report,,16,4,,0,0,2024,Al Ittihad
2023-09-29,18:00,Pro League,Matchweek 8,Fri,Away,D,0.0,0.0,Al-Fayha,66.0,10081.0,Fabinho,3-3-2-2,Bastian Dankert,Match Report,,11,5,,0,0,2024,Al Ittihad
2023-10-06,21:00,Pro League,Matchweek 9,Fri,Home,L,0.0,1.0,Al-Ahli,62.0,,Karim Benzema,4-2-2-2,Danny Makkelie,Match Report,,17,4,,0,0,2024,Al Ittihad
2023-10-20,18:00,Pro League,Matchweek 10,Fri,Away,D,1.0,1.0,Al-Taawoun,51.0,9487.0,Karim Benzema,4-2-2-2,Georgi Kabakov,Match Report,,12,8,,0,0,2024,Al Ittihad
2023-10-26,21:00,Pro League,Matchweek 11,Thu,Home,D,2.0,2.0,Al-Hazem,60.0,,Karim Benzema,3-4-1-2,Alexis Herrera,Match Report,,12,5,,0,0,2024,Al Ittihad
2023-11-03,21:00,Pro League,Matchweek 12,Fri,Away,L,0.0,1.0,Al-Shabab,68.0,,Karim Benzema,3-4-1-2,Nicolás Ramírez,Match Report,,9,4,,0,0,2024,Al Ittihad
2023-11-10,21:00,Pro League,Matchweek 13,Fri,Home,W,4.0,2.0,Abha,52.0,,Karim Benzema,4-1-4-1,Kevin Ortega,Match Report,,14,6,,1,1,2024,Al Ittihad
2023-11-24,18:00,Pro League,Matchweek 14,Fri,Away,D,1.0,1.0,Al-Ettifaq,58.0,,Karim Benzema,4-3-1-2,Tamás Bognár,Match Report,,13,3,,0,0,2024,Al Ittihad
2023-11-30,21:00,Pro League,Matchweek 15,Thu,Home,W,4.0,2.0,Al-Khaleej,53.0,,Karim Benzema,4-2-2-2,Mamdouh Mufreh Al Shahdan,Match Report,,13,4,,2,2,2024,Al Ittihad
2023-12-07,18:00,Pro League,Matchweek 16,Thu,Away,L,1.0,3.0,Damac,51.0,,Omar Hawsawi,3-4-3,Said Martínez,Match Report,,10,4,,1,1,2024,Al Ittihad
2023-12-23,21:00,Pro League,Matchweek 18,Sat,Home,L,1.0,3.0,Al-Raed,61.0,,Karim Benzema,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,9,3,,0,0,2024,Al Ittihad
2023-12-26,21:00,Pro League,Matchweek 17,Tue,Home,L,2.0,5.0,Al-Nassr,40.0,,Karim Benzema,4-2-2-2,Tasos Sidiropoulos,Match Report,,10,5,,0,0,2024,Al Ittihad
2024-02-07,21:00,Pro League,Matchweek 19,Wed,Away,W,3.0,0.0,Al-Ta'ee,63.0,,Ahmed Hegazi,4-1-4-1,Sergey Karasev,Match Report,,16,5,,0,0,2024,Al Ittihad
2024-02-18,20:00,Pro League,Matchweek 20,Sun,Home,W,2.0,0.0,Al-Riyadh SC,60.0,,Ahmed Hegazi,4-3-1-2,Nazareno Arasa,Match Report,,12,6,,0,0,2024,Al Ittihad
2024-02-26,20:00,Pro League,Matchweek 21,Mon,Home,W,2.0,1.0,Al-Wehda,64.0,,Ahmed Hegazi,3-4-3,Kevin Ortega,Match Report,,23,7,,1,2,2024,Al Ittihad
2024-03-01,20:00,Pro League,Matchweek 22,Fri,Away,L,1.0,3.0,Al-Hilal,34.0,,Ahmed Hegazi,5-3-2,Iván Barton,Match Report,,6,2,,0,0,2024,Al Ittihad
2024-03-08,20:00,Pro League,Matchweek 23,Fri,Home,W,2.0,1.0,Al Okhdood SC,64.0,,Madallah Al-Olayan,4-3-1-2,Yael Falcón,Match Report,,9,3,,0,0,2024,Al Ittihad
2024-03-16,22:00,Pro League,Matchweek 24,Sat,Away,W,4.0,2.0,Al-Fateh,54.0,,Ahmed Hegazi,4-1-4-1,Sergey Karasev,Match Report,,17,7,,1,1,2024,Al Ittihad
2024-03-29,22:00,Pro League,Matchweek 25,Fri,Home,W,3.0,1.0,Al-Fayha,57.0,,Ahmed Hegazi,4-2-2-2,Radu Petrescu,Match Report,,9,6,,0,1,2024,Al Ittihad
2024-04-01,22:00,Pro League,Matchweek 26,Mon,Away,L,0.0,1.0,Al-Ahli,46.0,,Ahmed Hegazi,4-2-2-2,Rade Obrenović,Match Report,,11,4,,0,0,2024,Al Ittihad
2024-04-05,22:00,Pro League,Matchweek 27,Fri,Home,D,0.0,0.0,Al-Taawoun,51.0,,Ahmed Hegazi,4-2-2-2,César Soto,Match Report,,19,5,,0,1,2024,Al Ittihad
2024-04-20,21:00,Pro League,Matchweek 28,Sat,Away,W,3.0,2.0,Al-Hazem,56.0,,Ahmed Hegazi,4-2-2-2,Mohammed Salem Al Dagash,Match Report,,23,5,,0,0,2024,Al Ittihad
2024-04-26,21:00,Pro League,Matchweek 29,Fri,Home,L,1.0,3.0,Al-Shabab,49.0,,Ahmed Hegazi,3-4-3,César Arturo Ramos,Match Report,,11,3,,0,0,2024,Al Ittihad
2024-05-03,21:00,Pro League,Matchweek 30,Fri,Away,L,1.0,3.0,Abha,73.0,,N'Golo Kanté,4-1-4-1,Ahmed Mohammed Al Rumaikhani,Match Report,,17,8,,0,1,2024,Al Ittihad
2024-05-10,21:00,Pro League,Matchweek 31,Fri,Home,L,0.0,5.0,Al-Ettifaq,52.0,,N'Golo Kanté,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,9,4,,0,0,2024,Al Ittihad
2024-05-16,21:00,Pro League,Matchweek 32,Thu,Away,D,1.0,1.0,Al-Khaleej,51.0,,N'Golo Kanté,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,14,3,,0,0,2024,Al Ittihad
2023-08-14,21:00,Pro League,Matchweek 1,Mon,Home,W,2.0,1.0,Al-Nassr,41.0,13930.0,Jordan Henderson,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,5,3,,0,0,2024,Al Ettifaq
2023-08-18,21:00,Pro League,Matchweek 2,Fri,Away,W,2.0,0.0,Al-Hazem,48.0,1024.0,Ali Hazazi,4-1-4-1,Raed Ali Al Zahrani,Match Report,,5,3,,0,0,2024,Al Ettifaq
2023-08-24,21:00,Pro League,Matchweek 3,Thu,Home,D,1.0,1.0,Al-Khaleej,59.0,4200.0,Jordan Henderson,4-1-4-1,Ahmed Mohammed Al Rumaikhani,Match Report,,16,7,,0,0,2024,Al Ettifaq
2023-08-28,21:00,Pro League,Matchweek 4,Mon,Away,L,0.0,2.0,Al-Hilal,36.0,13656.0,Jordan Henderson,4-2-2-2,Ramon Abatti,Match Report,,6,2,,0,0,2024,Al Ettifaq
2023-09-02,21:00,Pro League,Matchweek 5,Sat,Home,W,3.0,1.0,Damac,61.0,2281.0,Jordan Henderson,4-1-4-1,Majed Mohammed Al Shamrani,Match Report,,11,7,,0,0,2024,Al Ettifaq
2023-09-16,15:00,Pro League,Matchweek 6,Sat,Away,W,3.0,1.0,Abha,63.0,976.0,Jordan Henderson,4-1-4-1,Sultan Mohammed Al Akairi,Match Report,,9,3,,0,0,2024,Al Ettifaq
2023-09-21,18:00,Pro League,Matchweek 7,Thu,Home,W,4.0,3.0,Al-Ta'ee,56.0,4865.0,Jordan Henderson,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,16,6,,0,0,2024,Al Ettifaq
2023-09-30,21:00,Pro League,Matchweek 8,Sat,Away,D,0.0,0.0,Al-Ahli,51.0,14045.0,Jordan Henderson,4-1-4-1,Irfan Peljto,Match Report,,4,2,,0,0,2024,Al Ettifaq
2023-10-05,21:00,Pro League,Matchweek 9,Thu,Home,L,1.0,2.0,Al-Fateh,54.0,,Jordan Henderson,4-1-4-1,Abdulsamad Ali Bakri,Match Report,,14,6,,0,0,2024,Al Ettifaq
2023-10-22,18:00,Pro League,Matchweek 10,Sun,Away,L,0.0,1.0,Al-Riyadh SC,68.0,,Jordan Henderson,4-1-4-1,Ahmed Mohammed Al Rumaikhani,Match Report,,17,4,,0,0,2024,Al Ettifaq
2023-10-28,21:00,Pro League,Matchweek 11,Sat,Away,W,3.0,2.0,Al-Wehda,46.0,1188.0,Jordan Henderson,4-1-4-1,Khalid Saleh Al Turais,Match Report,,10,8,,0,0,2024,Al Ettifaq
2023-11-04,21:00,Pro League,Matchweek 12,Sat,Home,D,0.0,0.0,Al-Raed,65.0,,Jordan Henderson,4-1-4-1,Majed Mohammed Al Shamrani,Match Report,,19,5,,0,0,2024,Al Ettifaq
2023-11-11,18:00,Pro League,Matchweek 13,Sat,Away,D,0.0,0.0,Al-Fayha,48.0,,Georginio Wijnaldum,3-5-2,Shukri Hussein Al Hunfush,Match Report,,15,5,,0,0,2024,Al Ettifaq
2023-11-24,18:00,Pro League,Matchweek 14,Fri,Home,D,1.0,1.0,Al-Ittihad,42.0,,Jordan Henderson,3-4-3,Tamás Bognár,Match Report,,11,3,,0,0,2024,Al Ettifaq
2023-12-02,18:00,Pro League,Matchweek 15,Sat,Away,L,0.0,1.0,Al Okhdood SC,56.0,,Jordan Henderson,3-4-3,Andris Treimanis,Match Report,,8,4,,0,0,2024,Al Ettifaq
2023-12-07,21:00,Pro League,Matchweek 16,Thu,Away,D,0.0,0.0,Al-Shabab,44.0,,Jordan Henderson,3-4-3,Fernando Rapallini,Match Report,,10,2,,0,0,2024,Al Ettifaq
2023-12-16,21:00,Pro League,Matchweek 17,Sat,Home,L,0.0,2.0,Al-Taawoun,42.0,,Jordan Henderson,3-4-3,Shukri Hussein Al Hunfush,Match Report,,7,1,,0,0,2024,Al Ettifaq
2023-12-22,18:00,Pro League,Matchweek 18,Fri,Away,L,1.0,3.0,Al-Nassr,34.0,,Jordan Henderson,4-1-4-1,Khalid Saleh Al Turais,Match Report,,5,2,,0,0,2024,Al Ettifaq
2023-12-28,18:00,Pro League,Matchweek 19,Thu,Home,D,1.0,1.0,Al-Hazem,63.0,,Jordan Henderson,4-1-4-1,Abdullah Saleh Al Harbi,Match Report,,14,4,,0,0,2024,Al Ettifaq
2024-02-15,20:00,Pro League,Matchweek 20,Thu,Away,W,2.0,0.0,Al-Khaleej,51.0,,Georginio Wijnaldum,4-1-4-1,Abdullah Khaled Al Kharboush,Match Report,,12,5,,0,0,2024,Al Ettifaq
2024-02-26,17:00,Pro League,Matchweek 21,Mon,Home,L,0.0,2.0,Al-Hilal,39.0,,Georginio Wijnaldum,4-1-4-1,Fabio Maresca,Match Report,,10,3,,0,0,2024,Al Ettifaq
2024-03-02,17:00,Pro League,Matchweek 22,Sat,Away,W,2.0,0.0,Damac,56.0,,Georginio Wijnaldum,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,10,4,,1,1,2024,Al Ettifaq
2024-03-09,17:00,Pro League,Matchweek 23,Sat,Home,W,3.0,0.0,Abha,68.0,,Georginio Wijnaldum,4-1-4-1,Mohammed Nasser Abu Shaqara,Match Report,,17,8,,0,0,2024,Al Ettifaq
2024-03-15,22:00,Pro League,Matchweek 24,Fri,Away,D,1.0,1.0,Al-Ta'ee,62.0,,Georginio Wijnaldum,4-1-4-1,Khalid Saleh Al Turais,Match Report,,14,5,,0,0,2024,Al Ettifaq
2024-03-29,22:00,Pro League,Matchweek 25,Fri,Home,D,2.0,2.0,Al-Ahli,46.0,,Georginio Wijnaldum,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,11,2,,0,0,2024,Al Ettifaq
2024-04-03,22:00,Pro League,Matchweek 26,Wed,Away,L,0.0,1.0,Al-Fateh,45.0,,Georginio Wijnaldum,4-1-4-1,Sultan Sanat Al Harbi,Match Report,,8,0,,0,0,2024,Al Ettifaq
2024-04-06,22:00,Pro League,Matchweek 27,Sat,Home,W,1.0,0.0,Al-Riyadh SC,51.0,,Georginio Wijnaldum,4-1-4-1,Majed Mohammed Al Shamrani,Match Report,,12,3,,0,0,2024,Al Ettifaq
2024-04-20,21:00,Pro League,Matchweek 28,Sat,Home,D,0.0,0.0,Al-Wehda,54.0,,Georginio Wijnaldum,4-1-4-1,Abdulsamad Ali Bakri,Match Report,,17,4,,0,0,2024,Al Ettifaq
2024-04-27,18:00,Pro League,Matchweek 29,Sat,Away,D,2.0,2.0,Al-Raed,65.0,,Georginio Wijnaldum,4-1-4-1,Abdulrahman Mohammed Al Sultan,Match Report,,18,6,,0,0,2024,Al Ettifaq
2024-05-03,21:00,Pro League,Matchweek 30,Fri,Home,L,1.0,2.0,Al-Fayha,60.0,,Georginio Wijnaldum,4-1-4-1,Freeh Khalifa Al Jaloud,Match Report,,17,8,,0,0,2024,Al Ettifaq
2024-05-10,21:00,Pro League,Matchweek 31,Fri,Away,W,5.0,0.0,Al-Ittihad,48.0,,Georginio Wijnaldum,4-1-4-1,Sultan Sanat Al Harbi,Match Report,,10,5,,1,1,2024,Al Ettifaq
2024-05-17,21:00,Pro League,Matchweek 32,Fri,Home,D,1.0,1.0,Al Okhdood SC,51.0,,Georginio Wijnaldum,4-1-4-1,Khalid Saleh Al Turais,Match Report,,15,7,,0,1,2024,Al Ettifaq
2023-08-12,21:00,Pro League,Matchweek 1,Sat,Home,W,3.0,1.0,Al-Khaleej,34.0,1518.0,Hussein Al Shuwaysh,5-4-1,Faisal Suleiman Al Balawi,Match Report,,7,3,,1,1,2024,Al Fayha
2023-08-19,21:00,Pro League,Matchweek 2,Sat,Away,D,1.0,1.0,Al-Hilal,24.0,59600.0,Hussein Al Shuwaysh,5-4-1,Yael Falcón,Match Report,,3,2,,0,0,2024,Al Fayha
2023-08-25,18:00,Pro League,Matchweek 3,Fri,Home,D,0.0,0.0,Al-Hazem,51.0,465.0,Sami Al-Khaibari,3-4-3,Sultan Mohammed Al Akairi,Match Report,,7,1,,0,0,2024,Al Fayha
2023-08-28,18:00,Pro League,Matchweek 4,Mon,Away,L,1.0,2.0,Abha,62.0,856.0,Sami Al-Khaibari,3-4-3,Abdulsamad Ali Bakri,Match Report,,19,2,,1,1,2024,Al Fayha
2023-09-01,18:00,Pro League,Matchweek 5,Fri,Home,D,0.0,0.0,Al-Raed,45.0,1134.0,Sami Al-Khaibari,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,11,3,,0,1,2024,Al Fayha
2023-09-15,18:00,Pro League,Matchweek 6,Fri,Home,L,0.0,1.0,Al-Shabab,42.0,1104.0,Sami Al-Khaibari,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,13,2,,0,0,2024,Al Fayha
2023-09-22,18:00,Pro League,Matchweek 7,Fri,Away,W,3.0,1.0,Al-Riyadh SC,48.0,281.0,Sami Al-Khaibari,4-2-3-1,Abdulrahman Mohammed Al Sultan,Match Report,,15,8,,0,0,2024,Al Fayha
2023-09-29,18:00,Pro League,Matchweek 8,Fri,Home,D,0.0,0.0,Al-Ittihad,34.0,10081.0,Sami Al-Khaibari,4-1-4-1,Bastian Dankert,Match Report,,9,4,,0,0,2024,Al Fayha
2023-10-07,21:00,Pro League,Matchweek 9,Sat,Away,D,1.0,1.0,Al-Wehda,42.0,,Sami Al-Khaibari,4-2-3-1,Khalid Saleh Al Turais,Match Report,,8,4,,0,0,2024,Al Fayha
2023-10-20,18:00,Pro League,Matchweek 10,Fri,Away,W,2.0,1.0,Al Okhdood SC,44.0,,Sami Al-Khaibari,4-2-3-1,Sultan Mohammed Al Akairi,Match Report,,13,3,,0,0,2024,Al Fayha
2023-10-28,18:00,Pro League,Matchweek 11,Sat,Home,L,1.0,3.0,Al-Nassr,37.0,5400.0,Hussein Al Shuwaysh,4-2-3-1,Tasos Sidiropoulos,Match Report,,16,6,,0,0,2024,Al Fayha
2023-11-03,18:00,Pro League,Matchweek 12,Fri,Away,D,3.0,3.0,Al-Ta'ee,49.0,4331.0,Hussein Al Shuwaysh,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,17,7,,0,0,2024,Al Fayha
2023-11-11,18:00,Pro League,Matchweek 13,Sat,Home,D,0.0,0.0,Al-Ettifaq,52.0,,Mohammed Al Baqawi,3-4-3,Shukri Hussein Al Hunfush,Match Report,,15,5,,0,0,2024,Al Fayha
2023-11-25,21:00,Pro League,Matchweek 14,Sat,Away,W,1.0,0.0,Al-Fateh,37.0,,Hussein Al Shuwaysh,3-4-3,Freeh Khalifa Al Jaloud,Match Report,,10,6,,0,0,2024,Al Fayha
2023-12-01,18:00,Pro League,Matchweek 15,Fri,Home,L,2.0,4.0,Damac,57.0,,Hussein Al Shuwaysh,3-4-3,Mohammed Khaled Al Hoish,Match Report,,11,2,,0,0,2024,Al Fayha
2023-12-08,18:00,Pro League,Matchweek 16,Fri,Away,L,1.0,4.0,Al-Taawoun,37.0,,Sami Al-Khaibari,3-4-3,Sami Ahmed Al Jurays,Match Report,,7,3,,0,0,2024,Al Fayha
2023-12-14,21:00,Pro League,Matchweek 17,Thu,Home,L,0.0,4.0,Al-Ahli,43.0,,Hussein Al Shuwaysh,4-1-4-1,Guillermo Guerrero,Match Report,,6,2,,0,0,2024,Al Fayha
2023-12-21,18:00,Pro League,Matchweek 18,Thu,Away,L,0.0,3.0,Al-Khaleej,38.0,,Sami Al-Khaibari,3-4-3,Faisal Suleiman Al Balawi,Match Report,,5,2,,0,0,2024,Al Fayha
2023-12-29,18:00,Pro League,Matchweek 19,Fri,Home,L,0.0,2.0,Al-Hilal,27.0,,Sami Al-Khaibari,3-4-3,Mario Escobar,Match Report,,2,0,,0,0,2024,Al Fayha
2024-02-17,17:00,Pro League,Matchweek 20,Sat,Away,W,3.0,1.0,Al-Hazem,48.0,,Sami Al-Khaibari,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,12,7,,0,0,2024,Al Fayha
2024-02-25,17:00,Pro League,Matchweek 21,Sun,Home,W,3.0,2.0,Abha,34.0,,Hussein Al Shuwaysh,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,13,6,,0,0,2024,Al Fayha
2024-02-29,17:00,Pro League,Matchweek 22,Thu,Away,W,2.0,1.0,Al-Raed,54.0,,Mohammed Al Baqawi,4-1-4-1,Raed Ali Al Zahrani,Match Report,,13,7,,0,0,2024,Al Fayha
2024-03-07,17:00,Pro League,Matchweek 23,Thu,Away,W,3.0,2.0,Al-Shabab,28.0,,Mohammed Al Baqawi,4-3-1-2,Gustavo Correia,Match Report,,4,3,,1,1,2024,Al Fayha
2024-03-15,22:00,Pro League,Matchweek 24,Fri,Home,D,1.0,1.0,Al-Riyadh SC,53.0,,Sami Al-Khaibari,4-1-4-1,Ahmed Alromkhani,Match Report,,6,3,,0,0,2024,Al Fayha
2024-03-29,22:00,Pro League,Matchweek 25,Fri,Away,L,1.0,3.0,Al-Ittihad,43.0,,Sami Al-Khaibari,4-1-4-1,Radu Petrescu,Match Report,,6,2,,1,1,2024,Al Fayha
2024-04-02,22:00,Pro League,Matchweek 26,Tue,Home,L,1.0,2.0,Al-Wehda,50.0,,Sami Al-Khaibari,4-2-3-1,Mohammed Abdulrahman Al Baridi,Match Report,,13,7,,0,0,2024,Al Fayha
2024-04-07,22:00,Pro League,Matchweek 27,Sun,Home,W,3.0,0.0,Al Okhdood SC,50.0,,Sami Al-Khaibari,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,9,6,,0,0,2024,Al Fayha
2024-04-19,18:00,Pro League,Matchweek 28,Fri,Away,L,1.0,3.0,Al-Nassr,36.0,,Sami Al-Khaibari,4-2-3-1,Mohammed Saif Al Harbi,Match Report,,5,2,,0,0,2024,Al Fayha
2024-04-25,18:00,Pro League,Matchweek 29,Thu,Home,W,1.0,0.0,Al-Ta'ee,36.0,,Sami Al-Khaibari,4-1-4-1,Abdulsamad Ali Bakri,Match Report,,16,7,,0,0,2024,Al Fayha
2024-05-03,21:00,Pro League,Matchweek 30,Fri,Away,W,2.0,1.0,Al-Ettifaq,40.0,,Hussein Al Shuwaysh,3-4-3,Freeh Khalifa Al Jaloud,Match Report,,16,7,,0,0,2024,Al Fayha
2024-05-09,18:00,Pro League,Matchweek 31,Thu,Home,D,2.0,2.0,Al-Fateh,47.0,,Sami Al-Khaibari,3-4-3,Mohammed Nasser Abu Shaqara,Match Report,,11,4,,0,0,2024,Al Fayha
2024-05-17,19:15,Pro League,Matchweek 32,Fri,Away,D,1.0,1.0,Damac,31.0,,Sami Al-Khaibari,5-4-1,Abdullah Saleh Al Harbi,Match Report,,8,4,,1,1,2024,Al Fayha
2023-08-13,21:00,Pro League,Matchweek 1,Sun,Home,D,1.0,1.0,Al-Taawoun,48.0,5242.0,Mourad Batna,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,10,4,,0,0,2024,Al Fateh
2023-08-18,18:00,Pro League,Matchweek 2,Fri,Away,W,3.0,1.0,Al Okhdood SC,56.0,1255.0,Mourad Batna,4-2-3-1,Abdullah Dhafer Al Shehri,Match Report,,11,7,,1,1,2024,Al Fateh
2023-08-25,21:00,Pro League,Matchweek 3,Fri,Home,L,0.0,5.0,Al-Nassr,32.0,13544.0,Mourad Batna,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,9,1,,0,0,2024,Al Fateh
2023-08-29,18:00,Pro League,Matchweek 4,Tue,Away,D,2.0,2.0,Damac,70.0,1118.0,Mourad Batna,4-2-3-1,Khalid Saleh Al Turais,Match Report,,19,9,,0,0,2024,Al Fateh
2023-09-02,21:00,Pro League,Matchweek 5,Sat,Home,W,5.0,1.0,Al-Ahli,38.0,11715.0,Marwane Saâdane,3-4-3,Fabio Verssimo,Match Report,,10,6,,3,3,2024,Al Fateh
2023-09-15,21:00,Pro League,Matchweek 6,Fri,Away,W,3.0,1.0,Al-Khaleej,52.0,2276.0,Marwane Saâdane,4-1-4-1,Mohammed Abdulrahman Al Baridi,Match Report,,8,7,,0,0,2024,Al Fateh
2023-09-21,21:00,Pro League,Matchweek 7,Thu,Away,L,1.0,2.0,Al-Ittihad,42.0,15209.0,Marwane Saâdane,3-4-3,Daniele Orsato,Match Report,,7,3,,0,0,2024,Al Fateh
2023-09-30,18:00,Pro League,Matchweek 8,Sat,Home,W,5.0,1.0,Al-Wehda,53.0,2885.0,Marwane Saâdane,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,15,7,,0,0,2024,Al Fateh
2023-10-05,21:00,Pro League,Matchweek 9,Thu,Away,W,2.0,1.0,Al-Ettifaq,46.0,,Marwane Saâdane,4-1-4-1,Abdulsamad Ali Bakri,Match Report,,8,2,,0,0,2024,Al Fateh
2023-10-20,21:00,Pro League,Matchweek 10,Fri,Home,W,4.0,1.0,Abha,58.0,9852.0,Marwane Saâdane,4-2-2-2,Mohammed Saif Al Harbi,Match Report,,20,8,,0,0,2024,Al Fateh
2023-10-27,18:00,Pro League,Matchweek 11,Fri,Away,W,2.0,1.0,Al-Raed,48.0,,Marwane Saâdane,4-2-3-1,Raed Ali Al Zahrani,Match Report,,9,2,,0,0,2024,Al Fateh
2023-11-03,18:00,Pro League,Matchweek 12,Fri,Home,L,0.0,2.0,Al-Hilal,52.0,,Mohammed Al-Fuhaid,4-2-2-2,Said Martínez,Match Report,,17,4,,0,0,2024,Al Fateh
2023-11-09,21:00,Pro League,Matchweek 13,Thu,Away,D,1.0,1.0,Al-Riyadh SC,47.0,,Mohammed Al-Fuhaid,4-2-3-1,Abdullah Dhafer Al Shehri,Match Report,,16,3,,0,0,2024,Al Fateh
2023-11-25,21:00,Pro League,Matchweek 14,Sat,Home,L,0.0,1.0,Al-Fayha,63.0,,Mourad Batna,4-1-4-1,Freeh Khalifa Al Jaloud,Match Report,,17,4,,0,0,2024,Al Fateh
2023-12-02,18:00,Pro League,Matchweek 15,Sat,Home,L,0.0,1.0,Al-Ta'ee,56.0,,Mourad Batna,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,16,6,,0,0,2024,Al Fateh
2023-12-07,18:00,Pro League,Matchweek 16,Thu,Away,L,0.0,2.0,Al-Hazem,55.0,,Mohammed Al-Fuhaid,4-1-4-1,Ahmed Alromkhani,Match Report,,11,4,,0,0,2024,Al Fateh
2023-12-15,18:00,Pro League,Matchweek 17,Fri,Home,D,1.0,1.0,Al-Shabab,41.0,,Mohammed Al-Fuhaid,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,11,6,,0,0,2024,Al Fateh
2023-12-23,18:00,Pro League,Matchweek 18,Sat,Away,W,3.0,1.0,Al-Taawoun,33.0,,Mohammed Al-Fuhaid,4-1-4-1,Abdullah Dhafer Al Shehri,Match Report,,10,3,,0,0,2024,Al Fateh
2023-12-30,18:00,Pro League,Matchweek 19,Sat,Home,D,0.0,0.0,Al Okhdood SC,64.0,,Mohammed Al-Fuhaid,4-1-4-1,Majed Mohammed Al Shamrani,Match Report,,16,6,,0,0,2024,Al Fateh
2024-02-17,20:00,Pro League,Matchweek 20,Sat,Away,L,1.0,2.0,Al-Nassr,34.0,,Marwane Saâdane,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,12,6,,0,0,2024,Al Fateh
2024-02-23,20:00,Pro League,Matchweek 21,Fri,Home,D,1.0,1.0,Damac,45.0,,Marwane Saâdane,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,12,4,,0,0,2024,Al Fateh
2024-03-02,20:00,Pro League,Matchweek 22,Sat,Away,D,1.0,1.0,Al-Ahli,51.0,,Mohammed Al-Fuhaid,4-1-4-1,Majed Mohammed Al Shamrani,Match Report,,11,2,,0,0,2024,Al Fateh
2024-03-09,17:00,Pro League,Matchweek 23,Sat,Home,L,1.0,2.0,Al-Khaleej,61.0,,Marwane Saâdane,4-1-4-1,Mohammed Saif Al Harbi,Match Report,,8,3,,0,0,2024,Al Fateh
2024-03-16,22:00,Pro League,Matchweek 24,Sat,Home,L,2.0,4.0,Al-Ittihad,46.0,,Marwane Saâdane,3-4-3,Sergey Karasev,Match Report,,12,4,,0,0,2024,Al Fateh
