date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
2023-03-09,16:00,Pro League,Matchweek 20,Thu,Home,D,1.0,1.0,Al-Wehda,52.0,,Mohammed Al-Kwikbi,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,11,4,,1,1,2023,Al Ettifaq
2023-03-18,20:30,Pro League,Matchweek 21,Sat,Away,L,0.0,3.0,Al-Hilal,31.0,,Ali Hazazi,4-5-1,Daniele Orsato,Match Report,,7,0,,0,0,2023,Al Ettifaq
2023-04-09,22:00,Pro League,Matchweek 23,Sun,Away,D,1.0,1.0,Al-Taawoun,36.0,,Ali Hazazi,4-2-2-2,Khalid Saleh Al Turais,Match Report,,16,5,,0,1,2023,Al Ettifaq
2023-04-14,22:00,Pro League,Matchweek 22,Fri,Home,W,1.0,0.0,Al-Fayha,48.0,,Mohammed Al-Kwikbi,4-2-2-2,Mohammed Khaled Al Hoish,Match Report,,9,2,,0,0,2023,Al Ettifaq
2023-04-28,19:00,Pro League,Matchweek 24,Fri,Home,W,2.0,0.0,Damac,41.0,,Mohammed Al-Kwikbi,4-2-2-2,Mohammed Al Esmaiel,Match Report,,10,4,,0,0,2023,Al Ettifaq
2023-05-02,21:30,Pro League,Matchweek 25,Tue,Away,L,1.0,2.0,Al-Khaleej,56.0,,Mohammed Al-Kwikbi,4-2-3-1,Abdullah Zafer Al Shehri,Match Report,,7,1,,0,0,2023,Al Ettifaq
2023-05-14,19:00,Pro League,Matchweek 26,Sun,Home,W,1.0,0.0,Al-Shabab,28.0,,Mohammed Al-Kwikbi,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,13,3,,0,0,2023,Al Ettifaq
2023-05-18,19:00,Pro League,Matchweek 27,Thu,Away,L,1.0,2.0,Abha,44.0,,Mohammed Al-Kwikbi,4-1-4-1,Ahmed Mohammed Al Rumaikhani,Match Report,,10,4,,0,0,2023,Al Ettifaq
2023-05-22,19:00,Pro League,Matchweek 28,Mon,Home,L,0.0,4.0,Al-Fateh,39.0,,Mohammed Al-Kwikbi,4-1-4-1,Raed Ali Al Zahrani,Match Report,,9,1,,0,0,2023,Al Ettifaq
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Home,D,1.0,1.0,Al-Nassr,27.0,,Ali Hazazi,5-4-1,Abdullah Saleh Al Harbi,Match Report,,12,4,,0,0,2023,Al Ettifaq
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Away,W,2.0,0.0,Al-Adalah,52.0,,Naïm Sliti,5-4-1,Khalid Saleh Al Turais,Match Report,,11,5,,0,0,2023,Al Ettifaq
2022-08-25,19:05,Pro League,Matchweek 1,Thu,Away,W,1.0,0.0,Al-Fayha,43.0,6291.0,Farouk Chafaï,4-1-4-1,Abdullah Zafer Al Shehri,Match Report,,0,0,,0,0,2023,Damac
2022-09-02,21:00,Pro League,Matchweek 2,Fri,Home,W,2.0,1.0,Al-Khaleej,56.0,746.0,Farouk Chafaï,4-1-4-1,Abdullah Saleh Al Harbi,Match Report,,0,0,,1,1,2023,Damac
2022-09-10,21:00,Pro League,Matchweek 3,Sat,Away,L,1.0,2.0,Al-Nassr,50.0,14972.0,Farouk Chafaï,4-1-4-1,Khalid Saleh Al Turais,Match Report,,0,0,,0,0,2023,Damac
2022-09-16,18:50,Pro League,Matchweek 4,Fri,Away,D,1.0,1.0,Al-Taawoun,43.0,4532.0,Farouk Chafaï,4-2-2-2,Mohammed Saif Al Harbi,Match Report,,0,0,,0,0,2023,Damac
2022-10-01,18:30,Pro League,Matchweek 5,Sat,Home,W,2.0,0.0,Al-Ta'ee,52.0,1608.0,Farouk Chafaï,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,0,0,,0,0,2023,Damac
2022-10-06,21:00,Pro League,Matchweek 6,Thu,Away,D,2.0,2.0,Al-Batin,69.0,3182.0,Farouk Chafaï,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,14,5,,0,1,2023,Damac
2022-10-11,18:15,Pro League,Matchweek 7,Tue,Home,D,1.0,1.0,Al-Ittihad,44.0,13266.0,Farouk Chafaï,3-4-3,Tamás Bognár,Match Report,,9,5,,0,0,2023,Damac
2022-10-16,20:30,Pro League,Matchweek 8,Sun,Away,W,2.0,0.0,Al-Adalah,53.0,,Farouk Chafaï,4-1-4-1,Sultan Sanat Al Harbi,Match Report,,11,4,,0,0,2023,Damac
2022-12-15,15:30,Pro League,Matchweek 9,Thu,Home,D,0.0,0.0,Al-Ettifaq,61.0,,Farouk Chafaï,4-2-2-2,Shukri Hussein Al Hunfush,Match Report,,18,1,,0,0,2023,Damac
2022-12-25,15:30,Pro League,Matchweek 10,Sun,Home,D,0.0,0.0,Al-Wehda,41.0,,Farouk Chafaï,4-2-3-1,Mohammed Salem Al Dagash,Match Report,,6,2,,0,0,2023,Damac
2022-12-31,20:30,Pro League,Matchweek 11,Sat,Away,D,2.0,2.0,Al-Hilal,41.0,,Farouk Chafaï,4-2-2-2,Srđan Jovanović,Match Report,,13,7,,0,0,2023,Damac
2023-01-05,15:30,Pro League,Matchweek 12,Thu,Home,L,1.0,2.0,Al-Raed,73.0,,Farouk Chafaï,4-2-3-1,Mohammed Saif Al Harbi,Match Report,,14,7,,0,1,2023,Damac
2023-01-13,15:30,Pro League,Matchweek 13,Fri,Away,L,1.0,2.0,Abha,51.0,,Farouk Chafaï,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,12,2,,0,0,2023,Damac
2023-01-20,18:00,Pro League,Matchweek 14,Fri,Home,W,3.0,1.0,Al-Fateh,50.0,,Farouk Chafaï,4-2-2-2,Mohammed Sami Al Ismail,Match Report,,23,9,,0,0,2023,Damac
2023-02-02,18:00,Pro League,Matchweek 15,Thu,Away,L,1.0,2.0,Al-Shabab,47.0,,Farouk Chafaï,4-2-2-2,Faisal Suleiman Al Balawi,Match Report,,10,2,,0,0,2023,Damac
2023-02-10,16:00,Pro League,Matchweek 16,Fri,Home,D,1.0,1.0,Al-Fayha,61.0,,Farouk Chafaï,4-2-2-2,Sami Ahmed Al Jurays,Match Report,,7,3,,0,0,2023,Damac
2023-02-18,18:00,Pro League,Matchweek 17,Sat,Away,L,0.0,2.0,Al-Khaleej,60.0,,Farouk Chafaï,5-4-1,Abdullah Saleh Al Harbi,Match Report,,12,2,,0,0,2023,Damac
2023-02-25,18:30,Pro League,Matchweek 18,Sat,Home,L,0.0,3.0,Al-Nassr,38.0,,Farouk Chafaï,5-4-1,Khalid Saleh Al Turais,Match Report,,6,2,,0,0,2023,Damac
2023-03-04,16:00,Pro League,Matchweek 19,Sat,Home,L,1.0,2.0,Al-Taawoun,53.0,,Farouk Chafaï,5-4-1,Sultan Sanat Al Harbi,Match Report,,12,4,,0,0,2023,Damac
2023-03-11,16:00,Pro League,Matchweek 20,Sat,Away,W,3.0,1.0,Al-Ta'ee,36.0,,Farouk Chafaï,4-1-4-1,Khalid Al Ahmari,Match Report,,4,3,,0,0,2023,Damac
2023-03-17,16:00,Pro League,Matchweek 21,Fri,Home,W,1.0,0.0,Al-Batin,43.0,,Farouk Chafaï,4-1-4-1,Mohammed Sami Al Ismail,Match Report,,13,8,,0,0,2023,Damac
2023-04-04,22:00,Pro League,Matchweek 22,Tue,Away,L,0.0,3.0,Al-Ittihad,52.0,,Hassan Al Shamrani,4-2-3-1,István Kovács,Match Report,,7,1,,0,0,2023,Damac
2023-04-10,22:00,Pro League,Matchweek 23,Mon,Home,D,2.0,2.0,Al-Adalah,48.0,,Farouk Chafaï,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,13,5,,0,0,2023,Damac
2023-04-28,19:00,Pro League,Matchweek 24,Fri,Away,L,0.0,2.0,Al-Ettifaq,59.0,,Farouk Chafaï,4-2-3-1,Mohammed Al Esmaiel,Match Report,,12,2,,0,0,2023,Damac
2023-05-03,21:30,Pro League,Matchweek 25,Wed,Away,W,2.0,0.0,Al-Wehda,44.0,,Farouk Chafaï,4-2-3-1,Samir Zolota,Match Report,,9,6,,0,0,2023,Damac
2023-05-15,19:00,Pro League,Matchweek 27,Mon,Away,L,0.0,5.0,Al-Raed,66.0,,Farouk Chafaï,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,11,2,,0,0,2023,Damac
2023-05-19,21:00,Pro League,Matchweek 26,Fri,Home,L,0.0,1.0,Al-Hilal,30.0,,Farouk Chafaï,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,8,2,,0,0,2023,Damac
2023-05-22,19:00,Pro League,Matchweek 28,Mon,Home,W,1.0,0.0,Abha,44.0,,Farouk Chafaï,4-2-2-2,Abdulsamad Ali Bakri,Match Report,,10,4,,0,0,2023,Damac
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Away,D,1.0,1.0,Al-Fateh,45.0,,Mansor Hamzi,4-2-3-1,Freeh Khalifa Al Jaloud,Match Report,,14,5,,0,1,2023,Damac
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Home,L,1.0,4.0,Al-Shabab,48.0,,Muhannad Al Najei,4-1-4-1,Mohammed Saif Al Harbi,Match Report,,4,3,,0,0,2023,Damac
2022-08-26,18:45,Pro League,Matchweek 1,Fri,Away,W,2.0,1.0,Al-Ettifaq,47.0,3878.0,Knowledge Musona,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,11,6,,0,0,2023,Al Taee
2022-09-02,19:00,Pro League,Matchweek 2,Fri,Home,W,1.0,0.0,Al-Adalah,42.0,6724.0,Knowledge Musona,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,0,0,,0,0,2023,Al Taee
2022-09-08,21:00,Pro League,Matchweek 3,Thu,Away,L,0.0,4.0,Al-Shabab,49.0,9379.0,Knowledge Musona,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,0,0,,0,0,2023,Al Taee
2022-09-14,18:55,Pro League,Matchweek 4,Wed,Home,W,1.0,0.0,Al-Fateh,42.0,7962.0,Knowledge Musona,4-1-4-1,Abdullah Saleh Al Harbi,Match Report,,0,0,,0,0,2023,Al Taee
2022-10-01,18:30,Pro League,Matchweek 5,Sat,Away,L,0.0,2.0,Damac,48.0,1608.0,Knowledge Musona,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,0,0,,0,0,2023,Al Taee
2022-10-06,18:30,Pro League,Matchweek 6,Thu,Home,W,3.0,0.0,Al-Khaleej,42.0,7455.0,Knowledge Musona,4-1-4-1,Mohammed Saif Al Harbi,Match Report,,10,7,,1,1,2023,Al Taee
2022-10-10,18:15,Pro League,Matchweek 7,Mon,Away,W,2.0,0.0,Al-Raed,36.0,3810.0,Knowledge Musona,4-1-4-1,Abdullah Zafer Al Shehri,Match Report,,11,5,,0,0,2023,Al Taee
2022-10-15,18:30,Pro League,Matchweek 8,Sat,Home,L,2.0,3.0,Al-Hilal,25.0,,Knowledge Musona,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,6,3,,0,0,2023,Al Taee
2022-12-16,15:30,Pro League,Matchweek 9,Fri,Away,L,1.0,2.0,Abha,46.0,,Knowledge Musona,4-1-4-1,Khalid Saleh Al Turais,Match Report,,14,6,,0,0,2023,Al Taee
2022-12-26,18:00,Pro League,Matchweek 10,Mon,Away,L,1.0,2.0,Al-Fayha,63.0,,Knowledge Musona,4-1-4-1,Ahmed Alromkhani,Match Report,,21,6,,0,0,2023,Al Taee
2022-12-31,15:30,Pro League,Matchweek 11,Sat,Home,W,4.0,0.0,Al-Batin,63.0,,Knowledge Musona,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,12,7,,0,0,2023,Al Taee
2023-01-06,18:00,Pro League,Matchweek 12,Fri,Away,L,0.0,2.0,Al-Nassr,44.0,,Knowledge Musona,4-1-4-1,Abdullah Saleh Al Harbi,Match Report,,8,1,,0,0,2023,Al Taee
2023-01-12,15:30,Pro League,Matchweek 13,Thu,Home,L,1.0,3.0,Al-Taawoun,45.0,,Knowledge Musona,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,13,4,,0,0,2023,Al Taee
2023-01-21,18:00,Pro League,Matchweek 14,Sat,Away,L,0.0,1.0,Al-Wehda,44.0,,Knowledge Musona,4-1-4-1,Raed Ali Al Zahrani,Match Report,,11,2,,0,0,2023,Al Taee
2023-01-27,18:00,Pro League,Matchweek 18,Fri,Home,L,1.0,2.0,Al-Shabab,49.0,,Knowledge Musona,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,8,2,,0,0,2023,Al Taee
2023-02-04,16:00,Pro League,Matchweek 15,Sat,Home,L,0.0,1.0,Al-Ittihad,51.0,,Knowledge Musona,4-2-3-1,Srđan Jovanović,Match Report,,9,3,,0,0,2023,Al Taee
2023-02-10,16:00,Pro League,Matchweek 16,Fri,Home,W,2.0,0.0,Al-Ettifaq,53.0,,Knowledge Musona,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,12,6,,0,0,2023,Al Taee
2023-02-16,18:00,Pro League,Matchweek 17,Thu,Away,D,2.0,2.0,Al-Adalah,63.0,,Knowledge Musona,4-2-3-1,Mohammed Abdulrahman Al Baridi,Match Report,,15,5,,0,0,2023,Al Taee
2023-03-02,16:00,Pro League,Matchweek 19,Thu,Away,W,3.0,2.0,Al-Fateh,46.0,,Knowledge Musona,4-2-3-1,Sultan Mohammed Al Akairi,Match Report,,9,5,,0,0,2023,Al Taee
2023-03-11,16:00,Pro League,Matchweek 20,Sat,Home,L,1.0,3.0,Damac,64.0,,Knowledge Musona,4-2-3-1,Khalid Al Ahmari,Match Report,,15,3,,0,0,2023,Al Taee
2023-03-16,16:00,Pro League,Matchweek 21,Thu,Away,D,2.0,2.0,Al-Khaleej,65.0,,Knowledge Musona,4-2-3-1,Mamdouh Mufreh Al Shahdan,Match Report,,10,3,,0,0,2023,Al Taee
2023-04-05,22:00,Pro League,Matchweek 22,Wed,Home,D,2.0,2.0,Al-Raed,60.0,,Knowledge Musona,3-4-3,Mohammed Hussein Al Hunfush,Match Report,,5,2,,0,0,2023,Al Taee
2023-04-10,22:00,Pro League,Matchweek 23,Mon,Away,D,2.0,2.0,Al-Hilal,30.0,,Knowledge Musona,3-4-3,Georgi Kabakov,Match Report,,9,6,,0,0,2023,Al Taee
2023-04-27,19:00,Pro League,Matchweek 24,Thu,Home,W,1.0,0.0,Abha,44.0,,Knowledge Musona,4-2-3-1,Mohammed Salem Al Dagash,Match Report,,12,4,,0,0,2023,Al Taee
2023-05-02,21:30,Pro League,Matchweek 25,Tue,Home,W,2.0,1.0,Al-Fayha,47.0,,Collins Fai,4-2-3-1,Abdulrahman Mohammed Al Sultan,Match Report,,5,3,,0,1,2023,Al Taee
2023-05-10,19:00,Pro League,Matchweek 26,Wed,Away,L,3.0,4.0,Al-Batin,54.0,,Knowledge Musona,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,14,4,,1,1,2023,Al Taee
2023-05-16,21:30,Pro League,Matchweek 27,Tue,Home,L,0.0,2.0,Al-Nassr,45.0,,Knowledge Musona,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,9,0,,0,0,2023,Al Taee
2023-05-22,21:30,Pro League,Matchweek 28,Mon,Away,L,1.0,2.0,Al-Taawoun,46.0,,Knowledge Musona,4-2-3-1,Mohammed Abdulrahman Al Baridi,Match Report,,24,6,,0,0,2023,Al Taee
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Home,L,1.0,2.0,Al-Wehda,52.0,,Knowledge Musona,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,12,3,,0,0,2023,Al Taee
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Away,L,0.0,2.0,Al-Ittihad,46.0,,Knowledge Musona,4-2-3-1,Abdullah Zafer Al Shehri,Match Report,,12,3,,0,0,2023,Al Taee
2022-08-27,21:00,Pro League,Matchweek 1,Sat,Away,L,1.0,2.0,Abha,50.0,932.0,Sultan Fahran,4-2-2-2,Sultan Sanat Al Harbi,Match Report,,9,2,,0,0,2023,Al Raed
2022-09-01,19:00,Pro League,Matchweek 2,Thu,Home,W,1.0,0.0,Al-Wehda,39.0,3081.0,Abdullah Al-Fahad,3-4-1-2,Majed Mohammed Al Shamrani,Match Report,,0,0,,0,0,2023,Al Raed
2022-09-09,21:00,Pro League,Matchweek 3,Fri,Home,L,0.0,1.0,Al-Ittihad,45.0,10856.0,Abdullah Al-Fahad,3-4-1-2,Andrés Matonte,Match Report,,0,0,,0,0,2023,Al Raed
2022-09-15,21:00,Pro League,Matchweek 4,Thu,Away,W,2.0,1.0,Al-Ettifaq,42.0,5731.0,Abdullah Al-Fahad,3-4-1-2,Abdullah Zafer Al Shehri,Match Report,,0,0,,0,0,2023,Al Raed
2022-10-01,18:30,Pro League,Matchweek 5,Sat,Home,W,2.0,1.0,Al-Adalah,57.0,4309.0,Abdullah Al-Fahad,3-4-1-2,Sultan Sanat Al Harbi,Match Report,,0,0,,0,0,2023,Al Raed
2022-10-06,21:00,Pro League,Matchweek 6,Thu,Away,L,0.0,1.0,Al-Shabab,43.0,7458.0,Abdullah Al-Fahad,5-3-2,Mohammed Sami Al Ismail,Match Report,,9,2,,0,0,2023,Al Raed
2022-10-10,18:15,Pro League,Matchweek 7,Mon,Home,L,0.0,2.0,Al-Ta'ee,65.0,3810.0,Sultan Fahran,3-4-1-2,Abdullah Zafer Al Shehri,Match Report,,17,2,,0,0,2023,Al Raed
2022-10-15,20:45,Pro League,Matchweek 8,Sat,Away,L,0.0,1.0,Al-Fateh,50.0,,Abdullah Al-Fahad,5-3-2,Mamdouh Mufreh Al Shahdan,Match Report,,9,2,,0,1,2023,Al Raed
2022-12-16,18:00,Pro League,Matchweek 9,Fri,Home,L,1.0,4.0,Al-Nassr,29.0,,Abdullah Al-Fahad,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,3,1,,0,0,2023,Al Raed
2022-12-26,15:30,Pro League,Matchweek 10,Mon,Away,W,2.0,1.0,Al-Batin,59.0,,Mohammed Salem,4-2-3-1,Mamdouh Mufreh Al Shahdan,Match Report,,11,4,,0,0,2023,Al Raed
2022-12-31,18:00,Pro League,Matchweek 11,Sat,Home,L,2.0,3.0,Al-Taawoun,44.0,,Abdullah Al-Fahad,5-3-2,Majed Mohammed Al Shamrani,Match Report,,10,5,,1,1,2023,Al Raed
2023-01-05,15:30,Pro League,Matchweek 12,Thu,Away,W,2.0,1.0,Damac,28.0,,Mohammed Salem,5-3-2,Mohammed Saif Al Harbi,Match Report,,10,4,,0,0,2023,Al Raed
2023-01-10,20:30,Pro League,Matchweek 15,Tue,Home,D,1.0,1.0,Al-Hilal,26.0,,Mohammed Salem,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,9,3,,0,0,2023,Al Raed
2023-01-14,18:00,Pro League,Matchweek 13,Sat,Home,L,2.0,4.0,Al-Fayha,54.0,,Mohammed Salem,4-1-4-1,Abdulsamad Ali Bakri,Match Report,,6,5,,0,0,2023,Al Raed
2023-01-20,15:30,Pro League,Matchweek 14,Fri,Away,L,0.0,3.0,Al-Khaleej,60.0,,Mohammed Salem,4-1-4-1,Mohammed Saif Al Harbi,Match Report,,7,1,,0,0,2023,Al Raed
2023-02-10,16:00,Pro League,Matchweek 16,Fri,Home,W,3.0,1.0,Abha,33.0,,Mohammed Salem,5-4-1,Sultan Mohammed Al Akairi,Match Report,,11,6,,0,0,2023,Al Raed
2023-02-17,20:30,Pro League,Matchweek 17,Fri,Away,D,2.0,2.0,Al-Wehda,44.0,,Abdullah Al-Fahad,5-4-1,Shukri Hussein Al Hunfush,Match Report,,9,5,,0,0,2023,Al Raed
2023-02-23,20:30,Pro League,Matchweek 18,Thu,Away,D,0.0,0.0,Al-Ittihad,31.0,,Abdullah Al-Fahad,5-4-1,Sandro Schärer,Match Report,,1,1,,0,0,2023,Al Raed
2023-03-03,16:00,Pro League,Matchweek 19,Fri,Home,L,1.0,2.0,Al-Ettifaq,47.0,,Abdullah Al-Fahad,5-4-1,Abdullah Khaled Al Kharboush,Match Report,,10,3,,1,1,2023,Al Raed
2023-03-11,18:00,Pro League,Matchweek 20,Sat,Away,W,3.0,0.0,Al-Adalah,36.0,,Sultan Fahran,4-2-2-2,Matej Jug,Match Report,,12,7,,1,1,2023,Al Raed
2023-03-18,20:30,Pro League,Matchweek 21,Sat,Home,D,2.0,2.0,Al-Shabab,29.0,,Abdullah Al-Fahad,5-3-2,Khalid Saleh Al Turais,Match Report,,7,5,,0,0,2023,Al Raed
2023-04-05,22:00,Pro League,Matchweek 22,Wed,Away,D,2.0,2.0,Al-Ta'ee,40.0,,Abdullah Al-Fahad,4-2-2-2,Mohammed Hussein Al Hunfush,Match Report,,8,5,,0,0,2023,Al Raed
2023-04-10,22:00,Pro League,Matchweek 23,Mon,Home,L,0.0,3.0,Al-Fateh,31.0,,Sultan Fahran,4-2-2-2,Sultan Sanat Al Harbi,Match Report,,7,1,,0,0,2023,Al Raed
2023-04-28,21:30,Pro League,Matchweek 24,Fri,Away,L,0.0,4.0,Al-Nassr,40.0,,Abdullah Al-Fahad,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,6,4,,0,0,2023,Al Raed
2023-05-02,19:00,Pro League,Matchweek 25,Tue,Home,W,3.0,1.0,Al-Batin,46.0,4380.0,Sultan Fahran,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,22,6,,1,1,2023,Al Raed
2023-05-09,19:00,Pro League,Matchweek 26,Tue,Away,L,1.0,2.0,Al-Taawoun,48.0,,Abdullah Al-Fahad,4-1-4-1,Anastasios Sidiropoulos,Match Report,,15,5,,0,0,2023,Al Raed
2023-05-15,19:00,Pro League,Matchweek 27,Mon,Home,W,5.0,0.0,Damac,34.0,,Sultan Fahran,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,13,6,,1,1,2023,Al Raed
2023-05-22,19:00,Pro League,Matchweek 28,Mon,Away,D,1.0,1.0,Al-Fayha,38.0,,Abdullah Al-Fahad,4-1-4-1,Sultan Mohammed Al Akairi,Match Report,,4,2,,0,0,2023,Al Raed
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Home,D,0.0,0.0,Al-Khaleej,49.0,,Abdullah Al-Fahad,4-1-4-1,Abdullah Khaled Al Kharboush,Match Report,,7,4,,0,0,2023,Al Raed
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Away,L,2.0,3.0,Al-Hilal,34.0,,Abdullah Al-Fahad,5-3-2,Raed Ali Al Zahrani,Match Report,,10,4,,0,0,2023,Al Raed
2022-08-25,19:05,Pro League,Matchweek 1,Thu,Home,L,0.0,1.0,Damac,57.0,6291.0,Sami Al-Khaibari,4-2-3-1,Abdullah Zafer Al Shehri,Match Report,,0,0,,0,0,2023,Al Fayha
2022-08-31,21:00,Pro League,Matchweek 2,Wed,Away,L,0.0,2.0,Al-Hilal,33.0,11215.0,Sami Al-Khaibari,4-2-3-1,Sandro Schärer,Match Report,,0,0,,0,0,2023,Al Fayha
2022-09-10,18:45,Pro League,Matchweek 3,Sat,Home,D,1.0,1.0,Al-Taawoun,40.0,3184.0,Sami Al-Khaibari,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,0,0,,0,0,2023,Al Fayha
2022-09-16,18:50,Pro League,Matchweek 4,Fri,Away,D,1.0,1.0,Abha,46.0,917.0,Sami Al-Khaibari,4-2-3-1,Mohammed Sami Al Ismail,Match Report,,0,0,,0,0,2023,Al Fayha
2022-10-02,18:20,Pro League,Matchweek 5,Sun,Home,L,1.0,2.0,Al-Shabab,34.0,4028.0,Sami Al-Khaibari,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,0,0,,1,1,2023,Al Fayha
2022-10-07,21:00,Pro League,Matchweek 6,Fri,Away,L,1.0,2.0,Al-Adalah,67.0,7632.0,Sami Al-Khaibari,4-2-3-1,Mohammed Abdulrahman Al Baridi,Match Report,,15,3,,0,0,2023,Al Fayha
2022-10-11,20:30,Pro League,Matchweek 7,Tue,Home,L,0.0,3.0,Al-Ettifaq,62.0,,Sami Al-Khaibari,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,18,6,,0,0,2023,Al Fayha
2022-10-16,17:45,Pro League,Matchweek 8,Sun,Away,L,0.0,4.0,Al-Nassr,39.0,,Sami Al-Khaibari,4-2-2-2,Mohammed Sami Al Ismail,Match Report,,3,1,,0,0,2023,Al Fayha
2022-12-15,15:30,Pro League,Matchweek 9,Thu,Away,W,2.0,1.0,Al-Khaleej,39.0,,Sami Al-Khaibari,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,7,3,,1,1,2023,Al Fayha
2022-12-26,18:00,Pro League,Matchweek 10,Mon,Home,W,2.0,1.0,Al-Ta'ee,38.0,,Sami Al-Khaibari,4-2-3-1,Ahmed Alromkhani,Match Report,,7,5,,0,0,2023,Al Fayha
2022-12-30,15:30,Pro League,Matchweek 11,Fri,Away,W,2.0,0.0,Al-Fateh,37.0,,Sami Al-Khaibari,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,13,3,,0,0,2023,Al Fayha
2023-01-07,15:30,Pro League,Matchweek 12,Sat,Home,D,2.0,2.0,Al-Batin,55.0,,Sami Al-Khaibari,3-4-3,Sultan Mohammed Al Akairi,Match Report,,12,6,,0,0,2023,Al Fayha
2023-01-14,18:00,Pro League,Matchweek 13,Sat,Away,W,4.0,2.0,Al-Raed,47.0,,Sami Al-Khaibari,5-4-1,Abdulsamad Ali Bakri,Match Report,,12,7,,1,1,2023,Al Fayha
2023-01-19,18:00,Pro League,Matchweek 14,Thu,Away,L,0.0,3.0,Al-Ittihad,44.0,,Sami Al-Khaibari,5-4-1,Sandro Schärer,Match Report,,4,0,,0,0,2023,Al Fayha
2023-02-04,18:00,Pro League,Matchweek 15,Sat,Home,W,2.0,0.0,Al-Wehda,54.0,,Sami Al-Khaibari,3-4-3,Mohammed Sami Al Ismail,Match Report,,11,5,,1,1,2023,Al Fayha
2023-02-10,16:00,Pro League,Matchweek 16,Fri,Away,D,1.0,1.0,Damac,39.0,,Sami Al-Khaibari,3-4-3,Sami Ahmed Al Jurays,Match Report,,5,1,,0,0,2023,Al Fayha
2023-02-23,16:00,Pro League,Matchweek 18,Thu,Away,D,1.0,1.0,Al-Taawoun,34.0,,Sami Al-Khaibari,5-4-1,Majed Mohammed Al Shamrani,Match Report,,8,4,,0,0,2023,Al Fayha
2023-03-02,16:00,Pro League,Matchweek 19,Thu,Home,W,2.0,0.0,Abha,38.0,,Sami Al-Khaibari,3-4-3,Mohammed Salem Al Dagash,Match Report,,12,6,,0,0,2023,Al Fayha
2023-03-09,20:30,Pro League,Matchweek 20,Thu,Away,L,2.0,3.0,Al-Shabab,54.0,,Sami Al-Khaibari,5-4-1,Mohammed Saif Al Harbi,Match Report,,14,4,,0,0,2023,Al Fayha
2023-03-17,16:00,Pro League,Matchweek 21,Fri,Home,D,1.0,1.0,Al-Adalah,58.0,,Sami Al-Khaibari,3-4-3,Abdullah Zafer Al Shehri,Match Report,,16,4,,0,0,2023,Al Fayha
2023-04-04,22:00,Pro League,Matchweek 17,Tue,Home,L,0.0,2.0,Al-Hilal,41.0,,Sami Al-Khaibari,3-4-3,Abdullah Khaled Al Kharboush,Match Report,,8,2,,0,0,2023,Al Fayha
2023-04-09,22:00,Pro League,Matchweek 23,Sun,Home,D,0.0,0.0,Al-Nassr,41.0,,Sami Al-Khaibari,3-4-3,Tamás Bognár,Match Report,,5,1,,0,0,2023,Al Fayha
2023-04-14,22:00,Pro League,Matchweek 22,Fri,Away,L,0.0,1.0,Al-Ettifaq,52.0,,Sami Al-Khaibari,5-4-1,Mohammed Khaled Al Hoish,Match Report,,17,5,,0,0,2023,Al Fayha
